0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
0.005294,0.010326,0.011604
